107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
108,97
108,97
107,97
108,97
107,97
108,97
107,97
108,97
107,97
108,97
108,97
109,97
109,97
108,97
109,97
109,97
108,97
109,97
109,97
109,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
108,97
107,97
108,97
107,97
108,97
108,97
108,97
107,97
107,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
108,97
107,97
107,97
108,97
108,97
108,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
108,97
108,97
107,99
107,97
107,97
107,97
107,97
107,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
106,97
106,97
106,97
107,97
107,97
106,97
107,97
107,97
106,97
106,97
106,97
107,97
107,97
106,97
107,97
106,97
107,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
107,97
107,97
106,97
107,97
106,97
106,97
106,97
107,97
107,97
107,97
107,97
106,97
107,97
107,97
107,97
106,97
107,99
106,97
107,97
107,97
107,97
106,97
107,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
107,97
107,97
106,97
107,97
107,97
106,97
106,97
106,97
106,97
107,99
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
108,97
108,97
107,97
107,97
108,97
108,97
108,97
107,97
107,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
108,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
107,97
107,97
106,97
107,97
107,97
107,97
106,97
108,97
107,97
108,97
107,97
107,97
108,97
108,97
108,97
108,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
107,97
106,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
107,97
108,97
108,97
107,97
108,97
108,97
108,97
108,97
108,97
108,97
108,97
107,97
107,97
107,97
106,97
107,97
107,97
107,97
106,97
107,97
106,97
106,97
107,97
106,97
106,97
107,97
107,97
106,97
107,97
107,97
107,97
106,97
106,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
107,97
107,97
107,97
107,97
106,97
106,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
107,97
107,97
106,97
106,99
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,99
106,97
105,97
106,97
106,97
106,97
105,97
106,97
106,97
107,97
107,97
107,97
106,97
107,97
106,97
107,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
106,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,99
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
107,97
106,97
107,97
107,97
106,97
106,97
107,97
107,97
107,97
107,97
106,97
106,97
107,97
106,97
106,97
107,97
107,97
107,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
107,97
108,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
106,97
106,97
106,97
107,97
106,97
107,97
107,97
107,97
106,97
107,97
106,97
106,97
106,97
107,97
107,97
107,97
106,97
106,99
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
106,97
106,97
107,97
108,97
107,97
108,97
108,97
107,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
108,97
107,97
107,97
107,97
108,97
108,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
106,97
107,99
107,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
107,97
107,97
108,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
108,97
108,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
108,97
108,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
108,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
108,97
107,97
107,97
108,97
107,97
107,97
107,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
106,97
106,97
107,97
106,97
107,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
107,97
108,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
108,97
108,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
108,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
107,97
108,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
107,97
107,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,99
107,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
106,99
106,97
106,97
106,97
107,97
108,97
108,97
108,97
107,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,99
108,97
107,97
107,97
108,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,100
107,97
108,97
108,97
107,97
107,97
108,97
107,97
107,97
107,97
108,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
107,97
107,99
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
106,97
106,97
107,97
107,97
108,97
108,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
107,97
107,97
107,97
107,97
108,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,97
106,97
106,97
107,97
106,97
107,97
106,97
107,97
106,97
107,97
106,97
106,97
106,97
106,97
106,97
106,97
106,97
107,97
107,99
106,97
106,97
107,97
107,97
106,97
106,97
106,97
